id,title,restriction,acceptance,additional_information,modification,notes,views,medical_condition_id,created_at,updated_at
85,"Colostomía ",No debe donar si: hay malignidad o enfermedad intestinal inflamatoria.,"Si la razón para la colostomía no es en sí una razón para la exclusión y el estoma se encuentra saludable, se acepta",,,,0,122,03/14/2018 19:35:26,03/14/2018 19:35:26
86,"Concentrados de factor de coagulación ",,,,,,0,123,03/14/2018 19:35:26,03/14/2018 19:35:26
87,"Condromalacia ",,Aceptado.,,,,0,124,03/14/2018 19:35:26,03/14/2018 19:35:26
88,"Contacto con Enfermedades Contagiosas ",,,,,,0,125,03/14/2018 19:35:26,03/14/2018 19:35:26
89,"Contacto con Polio ",,,,,,0,126,03/14/2018 19:35:26,03/14/2018 19:35:26
90,"Contacto Sexual con Sífilis ",,,,,,0,127,03/14/2018 19:35:26,03/14/2018 19:35:26
91,"Convulsiones ",,,,,,0,128,03/14/2018 19:35:26,03/14/2018 19:35:26
92,"Convulsiones de Ausencia ",,,,,,0,129,03/14/2018 19:35:26,03/14/2018 19:35:26
93,"Convulsiones Tónico-Clónicas (Gran Mal) ",,,,,,0,130,03/14/2018 19:35:26,03/14/2018 19:35:26
94,Corea de Huntington,,,,,,0,131,03/14/2018 19:35:26,03/14/2018 19:35:26
95,"Cortisona (Periarticular) ",,,,,,0,132,03/14/2018 19:35:26,03/14/2018 19:35:26
96,Culebrilla Individuo afectado,,,,Se cambiaron los links para mayor claridad.,,0,133,03/14/2018 19:35:26,03/14/2018 19:35:26
97,Contacto con,,,,,,0,133,03/14/2018 19:35:26,03/14/2018 19:35:26
98,"Deficiencia de Acetilcolinesterasa ","Donante de médula ósea: no debe donar. ",Donante de células madre de sangre periférica: aceptado.,"La donación de médula ósea requiere anestesia general y la deficiencia de acetilcolinesterasa conlleva riesgo anestésico. ",,,0,134,03/14/2018 19:35:26,03/14/2018 19:35:26
99,"Deficiencia de G6PD ","1. No debe donar si: es severa. // 2. Si se acepta, debe informar: al anestesista y al Centro de Transplantes. ",,"Esta es una deficiencia de enzimas de glóbulos rojos vinculadas a X, que es variable en su gravedad. La idoneidad como donante debe ser discutida con un Oficial Médico Designado.",,,0,135,03/14/2018 19:35:26,03/14/2018 19:35:26
100,"Deficiencia de IgA ",No debe donar.,,,,,0,136,03/14/2018 19:35:26,03/14/2018 19:35:26
101,"Deficiencia de Piruvatocinasa ","1. No debe donar si: es grave. - 2. Si se acepta, debe informar a: Anestesista - Centro de Transplante",,Esta es una deficiencia enzimática autosómica recesiva de glóbulos rojos que es variable en su gravedad. La idoneidad como donante debe discutirse con un Oficial Médico Designado.,"La entrada se ha alineado con la directriz para 'Deficiencia de G6PD'.",,0,137,03/14/2018 19:35:26,03/14/2018 19:35:26
102,"Demencia ",No debe donar.,,,,,0,138,03/14/2018 19:35:26,03/14/2018 19:35:26
103,"Depresión ",,,"El link anterior ha sido reemplazado con uno hacia ""Problemas de salud mental"".",,,0,139,03/14/2018 19:35:26,03/14/2018 19:35:26
104,"Dermatitis ","No debe donar si: a) La venopunción o el sitio de recolección se encuentran afectados; b) Se utiliza terapia sistemática. ","Si el área afectada es pequeña, la venopunción o el sitio de recolección no se encuentran afectados, y solamente se utiliza un tratamiento tópico, se acepta. ",,"Para agregar un link a ""Alitretinoína""",,0,140,03/14/2018 19:35:26,03/14/2018 19:35:26
105,Orf,,,,,,0,141,03/14/2018 19:35:26,03/14/2018 19:35:26
106,"Desmayos ",Donante de células madre de sangre periférica - No debe donar si: tiene antecedentes de un ataque sincopal severo o dos desmayos consecutivos después de una donación de sangre completa.,"Si se acepta el donante, requiere una supervisación cuidadosa.",Los antecedentes de ser propenso a los desmayos aumentan la probabilidad de una reacción adversa a la donación.,,,0,142,03/14/2018 19:35:26,03/14/2018 19:35:26
115,Discrasias sanguíneas Individuo afectado,"No debe donari si: a) Es tratado con concentrados de factor de coagulación derivados de la sangre b) Tiene historial de sangrado excesivo o hematomas. ","Estado del portador: esto no impide la donación necesariamente. Referirse al Oficial Médico designado, quien se pondrá en contacto con el hematólogo que investigó al donante. ","Las personas que hayan recibido concentrados de coagulación derivados de la sangre (se hacen a partir de la sangre de cientos de donantes) pueden haber sido expuestos al riesgo de contraer infecciones que sean transmisibles a través de las donaciones. Si alguien ha tenido problemas de sangrado o hematomas, aceptar sangre o médula ósea puede ser peligroso. Algunas personas con el estado de portador (rasgo), para algunas discrasias sanguíneas, pueden encontrarse en riesgo de sangrado también.",,,0,151,03/14/2018 19:35:26,03/14/2018 19:35:26
116,"Miembros de las familias, cuidadores y parejas sexuales de personas tratadas con concentrados de factor de coagulación derivados de la sangre.","No debe donar si: a) Es tratado con concentrados de factor de coagulación derivados de la sangre; b) Es una pareja o ex pareja sexual de una persona tratada con concentrados de factor de coagulación derivados de la sangre; c) Ha tenido una lesión por inoculación de concentrados de factor de coagulación derivados de la sangre; d) Diagnosticado, aunque sea levemente, afectado por el trastorno.","Si han transcurrido seis meses o más desde el último contacto sexual o lesión por inoculación, se acepta.","Concentrados de coagulación derivados de la sangre: son creados a partir de la sangre de muchos donantes. Pueden poner a los receptores en riesgo de infecciones transmisibles a través del torrente sanguíneo. Este riesgo puede ser compartido con sus parejas sexuales. Muchas discrasias sanguíneas son heriditarias. Familiares que sean parientes cosanguíneos pueden estar afectados por el trastorno y por ende de sufrir sangrado excesivo o hematomas. La mayoría de las relaciones cosanguíneas cercanas habrían sido examinadas por un hematólogo, de quien se podría obtener información adicional. Esperar seis meses desde el último contacto sexual o herida por inoculación ayuda a asegurarse de que las infecciones que han sido testeadas por los Servicios de Sangre y Tejidos sean relevadas e informadas. ","Esta entrada fue reescrita extensivamente para aportar mayor claridad. ",,0,151,03/14/2018 19:35:26,03/14/2018 19:35:26
117,"Displasia cervical ",,,,,,0,152,03/14/2018 19:35:26,03/14/2018 19:35:26
118,"Distrofia Muscular ",Donante de médula ósea: no debe donar. - Donante de células madre de sangre periférica: aceptar si es capaz de soportar la longitud del procedimiento.,,,,,0,153,03/14/2018 19:35:26,03/14/2018 19:35:26
119,"Diuréticos ",,"Si toman tomados para tratar síndrome pre menstrual, o para tratar hipertensión, ya sea como única droga o en conjunto con betabloqueantes, se acepta.",,,,0,154,03/14/2018 19:35:26,03/14/2018 19:35:26
120,"Diverticulosis ",,"Se acepta. ",,,,0,155,03/14/2018 19:35:26,03/14/2018 19:35:26
121,Ocasional,,Se acepta.,,,,0,156,03/14/2018 19:35:26,03/14/2018 19:35:26
122,Regular,No debe donar si: no se encuentra estudiado.,"Si se encuentra estudiado y el diagnóstico no contra indica la donación, se acepta.",,,,0,156,03/14/2018 19:35:26,03/14/2018 19:35:26
123,"Donante Ciego ",,,,,,0,157,03/14/2018 19:35:26,03/14/2018 19:35:26
124,Donante de Órganos,,Se acepta.,,,,0,158,03/14/2018 19:35:26,03/14/2018 19:35:26
125,"Donante de Riñón ",,,,,,0,159,03/14/2018 19:35:26,03/14/2018 19:35:26
126,"Donante Discapacitado ","1. Todos los donantes deben: a) Entender completamente el proceso de donación; b) Dar su consentimiento informado respecto al proceso y al testeo de su sangre para enfermedades que puedan afectar la eligibilidad de las células madre. // 2. Terceros intérpretes - Si van a estar presentes en cualquier parte del procedimiento de selección donde haya un intercambio de información confidencial entre el donante y el profesional de la salud, deben: a) Entender los requerimientos del Decreto de Tejidos Humanos (HTA) que sean relevantes al proceso de donación; b) No conocer personalmente al donante. // 3. Donante de células madre de sangre periférica: debe ser capaz de utilizar las instalaciones e instrumentación provistas para el procedimiento sin poner en riesgo su propia seguridad o la de otros (no se debe tomar muestras de sangre del donante mientras esté en la silla de ruedas). // 4. Donante de médula ósea: discutir con el anestesista. ","Donantes con dificultades de compresión lectora - Asegurarse de preguntar al donante que él: a) Entiende y ha completado el cuestionario por completo; b) Da consentimiento válido para la donación y el testeo de sangre para enfermedades que puedan afectar su elegilibidad de uso. ","Los Servicios conocen sus deberen respecto a la legislación sobre Discriminación por Discapacidad y siempre que sea razonable, tratarán de proporcionar instalaciones para personas discapacitadas. Se recomienda a los posibles donantes con tales dificultades que soliciten asesoramiento de su Servicio local antes de ofrecer donar células madre para ver si se pueden satisfacer sus necesidades. Cada donante debe: a) recibir materiales educativos precisos, que estén escritos en términos que puedan ser
entendido por los miembros del público en general; b) completar un cuestionario de historia clínica realice una entrevista personal
realizado por un profesional de la salud; c) proporcionar consentimiento informado por escrito para continuar con el proceso de donación que debe ser refrendado por el profesional de la salud  responsable de obtener la historia clínica. Un profesional de la salud puede asistir al donante con el llenado del cuestionario sobre su historia clínica y en la comprensión de la declaración de consentimiento, así como de cualquier otra información provista. ara facilitar la comprensión, está permitido utilizar formatos alternativos para los folletos informativos de los donantes, el cuestionario del historial médico y de salud, y las declaraciones de consentimiento (por ejemplo: un idioma que no sea inglés, audio, computadora, Braille). El donante debe ser capaz de desmostrar claramente que ha entendido el material. . En la actualidad, no existe una forma estandarizada de evaluar la comprensión, de modo que esto quedará a criterio del profesional de la salud. // Uso de intérpretes de terceros - Está permitido que un tercero actúe como habilitador al ayudar a tranquilizar al donante y para ayudar a establecer una comunicación efectiva entre el donante y el profesional de la salud.  El tercero, sin embargo, no debe estar presente durante ningún intercambio de información confidencial, a menos que el donante no lo conozca personalmente y comprenda los requerimientos del Decreto de Tejidos Humanos (HTA) relevantes al proceso de donación. Las partes confidenciales del proceso incluyen la evaluación del cuestionario sobre el historial clínico y de salud, la entrevista médica y la obtención del consentimiento válido. Cualquier tercero, con el permiso del donante, puede acompañarlo durante otras etapas del proceso de donación que no incluya el intercambio de información confidencial. // Fundamento - Existe la preocupación de que la intervención de terceros durante cualquier intercambio de información confidencial entre el donante y el profesional de la salud pueda comprometer la confidencialidad del donante y la seguridad del material donado. Los intérpretes generalmente son parte de una comunidad cerrada, o un miembro de la familia, y esto puede inhibir o avergonzar al donante en cualquier intercambio de información confidencial. Esto puede resultar en la divulgación de información sensible que puede afectar la elegibilidad del individuo como donante. Si el tercero no es completamente consciente de los requerimientos del Decreto de Tejidos Humanos (HTA) relevantes al proceso de donación, puede generar que la interpretación de dicha información sea incompleta y potencialmente poner en riesgo tanto al donante como al suministro de sangre. Existe también el requisito de informar los resultados de cualquier análisis realizado por los Servicios Hematológicos que puedan ser relevantes para la salud del donante, de manera que proteja su confidencialidad. La disponibilidad continua de un intérprete independiente, para mantener la confidencialidad del donante, debe ser tenida en cuenta a la hora de decidir si un individuo puede ser aceptado como donante. Para cumplir tanto con el Decreto sobre Tejidos Humanos como con las regulaciones de Seguridad e Higiene, no se puede aceptar ningún donante si pone innecesariamente en riesgo su seguridad o la de otros. ",Esta es una entrada revisada para aclarar la utilización de intérpretes por parte de los Servicios Hematológicos y de Tejidos.,,0,160,03/14/2018 19:35:26,03/14/2018 19:35:26
127,"Donante Sordo ",,,,,,0,161,03/14/2018 19:35:26,03/14/2018 19:35:26
128,"Drogas contra la obesidad ",,Aceptado,,,,0,162,03/14/2018 19:35:26,03/14/2018 19:35:26
129,"Dutasterida (Avodart) ","Si han transcurrido menos de seis meses desde que se completó el tratamiento: referirse al Oficial Médico Designado. ",,,,,0,163,03/14/2018 19:35:26,03/14/2018 19:35:26
130,Eccema,,,,,,0,164,03/14/2018 19:35:26,03/14/2018 19:35:26
131,Edad,No debe donar si:  a) Es mayor de 60 años; b) Es menor de 17 años.,,El límite de edad más bajo tiene en cuenta las leyes nacionales sobre sobre la edad de consentimiento. El límite de edad superior para inscribirse en el Registro Británico de Médula Ósea es de 50 años.,El límite de edad superior para la aceptación ha sido elevado de 50 a 60 años.,,0,165,03/14/2018 19:35:26,03/14/2018 19:35:26
